Time,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/17/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",59810,83152,25428,176852,0
5/17/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/17/2020,Metro West,EMS (Private),8920,16600,240,0,0
5/17/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/17/2020,Metro West,State agency,2003,3800,1590,15500,0
5/17/2020,Metro West,Other (e.g. home and pediatric care),59971,259930,28291,446150,0
5/17/2020,Metro West,Total,356239,592732,86637,815202,136
5/17/2020,Western Massachusetts,Nursing home/Senior living,52200,134350,14762,86400,0
5/17/2020,Western Massachusetts,Hospital,36160,62300,10004,0,60
5/17/2020,Western Massachusetts,Community health center,6880,14100,1706,15400,0
5/17/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55898,82697,28512,149180,0
5/17/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/17/2020,Western Massachusetts,EMS (Private),9040,6900,942,25200,0
5/17/2020,Western Massachusetts,Local BOH,2685,9600,300,5000,0
5/17/2020,Western Massachusetts,State agency,0,2300,150,200,0
5/17/2020,Western Massachusetts,Other (e.g. home and pediatric care),25535,115750,11023,140150,0
5/17/2020,Western Massachusetts,Total,221413,427997,67399,421530,60
5/17/2020,Central Massachusetts,Nursing home/Senior living,46900,115000,8069,102200,0
5/17/2020,Central Massachusetts,Hospital,23120,11600,4866,2200,79
5/17/2020,Central Massachusetts,Community health center,9980,26200,1638,16000,0
5/17/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",59015,50934,28554,238650,0
5/17/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/17/2020,Central Massachusetts,EMS (Private),3800,3300,900,5000,0
5/17/2020,Central Massachusetts,Local BOH,1700,7000,90,11000,0
5/17/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/17/2020,Central Massachusetts,Other (e.g. home and pediatric care),29935,145083,14508,510800,0
5/17/2020,Central Massachusetts,Total,188900,361417,58625,886250,79
5/17/2020,Metro Boston,Nursing home/Senior living,21050,60950,5246,35100,0
5/17/2020,Metro Boston,Hospital,37110,34300,5580,89700,204
5/17/2020,Metro Boston,Community health center,9960,16700,3030,20900,0
5/17/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31676,19200,12970,261120,0
5/17/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/17/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/17/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/17/2020,Metro Boston,State agency,1200,1050,108,22400,0
5/17/2020,Metro Boston,Other (e.g. home and pediatric care),12810,63000,5412,178572,0
5/17/2020,Metro Boston,Total,128981,196200,32646,613792,204
5/17/2020,Northeastern Massachusetts,Nursing home/Senior living,44505,111900,9786,101800,0
5/17/2020,Northeastern Massachusetts,Hospital,29730,32800,2242,11600,117
5/17/2020,Northeastern Massachusetts,Community health center,1920,3300,396,5000,0
5/17/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",27113,45558,13201,233300,0
5/17/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/17/2020,Northeastern Massachusetts,EMS (Private),1880,6900,120,10200,0
5/17/2020,Northeastern Massachusetts,Local BOH,2220,6000,80,7000,0
5/17/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/17/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),22325,105905,8649,170632,0
5/17/2020,Northeastern Massachusetts,Total,162513,312363,34474,539532,117
5/17/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/17/2020,State agency,Hospital,0,0,0,0,0
5/17/2020,State agency,Community health center,0,0,0,0,0
5/17/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/17/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/17/2020,State agency,EMS (Private),0,0,0,0,0
5/17/2020,State agency,Local BOH,0,0,0,0,0
5/17/2020,State agency,State agency,74822,373236,71258,2039480,0
5/17/2020,State agency,Other (e.g. home and pediatric care),0,0,0,0,0
5/17/2020,State agency,Total,74822,373236,71258,2039480,0
5/18/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/18/2020,Massachusetts,Nursing home/Senior living,347045,777700,78499,705000,0
5/18/2020,Massachusetts,Hospital,249240,217200,47106,177700,675
5/18/2020,Massachusetts,Community health center,68610,92050,11609,82500,0
5/18/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",289968,369296,144077,1328122,0
5/18/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/18/2020,Massachusetts,EMS (Private),35020,38300,2388,52400,0
5/18/2020,Massachusetts,Local BOH,13025,41100,1166,49000,0
5/18/2020,Massachusetts,State agency,82795,394086,73906,2094080,0
5/18/2020,Massachusetts,Other (e.g. home and pediatric care),200439,959648,96217,1922892,0
5/18/2020,Massachusetts,Total,1453467,2889380,454968,6411694,675
5/18/2020,Southeastern Massachusetts,Nursing home/Senior living,85100,171500,22476,223600,0
5/18/2020,Southeastern Massachusetts,Hospital,58500,42800,11240,55000,79
5/18/2020,Southeastern Massachusetts,Community health center,11150,17400,285,11200,0
5/18/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",56456,87755,35412,269020,0
5/18/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/18/2020,Southeastern Massachusetts,EMS (Private),3860,4600,186,8000,0
5/18/2020,Southeastern Massachusetts,Local BOH,1140,6000,396,14000,0
5/18/2020,Southeastern Massachusetts,State agency,1770,4200,800,12100,0
5/18/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),49743,267980,28334,476588,0
5/18/2020,Southeastern Massachusetts,Total,305519,602235,99129,1069508,79
5/18/2020,Metro West,Nursing home/Senior living,97290,182000,17680,154700,0
5/18/2020,Metro West,Hospital,62620,29400,9174,19200,136
5/18/2020,Metro West,Community health center,28000,14350,4554,14000,0
5/18/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",59810,83152,25428,176852,0
5/18/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/18/2020,Metro West,EMS (Private),11320,16600,240,4000,0
5/18/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/18/2020,Metro West,State agency,2003,3800,1590,15500,0
5/18/2020,Metro West,Other (e.g. home and pediatric care),59971,259930,28291,446150,0
5/18/2020,Metro West,Total,365359,600732,86957,836402,136
5/18/2020,Western Massachusetts,Nursing home/Senior living,52200,134350,15242,86400,0
5/18/2020,Western Massachusetts,Hospital,36160,62300,10004,0,60
5/18/2020,Western Massachusetts,Community health center,6880,14100,1706,15400,0
5/18/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55898,82697,28512,149180,0
5/18/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/18/2020,Western Massachusetts,EMS (Private),9040,6900,942,25200,0
5/18/2020,Western Massachusetts,Local BOH,2685,9600,300,5000,0
5/18/2020,Western Massachusetts,State agency,0,2300,150,200,0
5/18/2020,Western Massachusetts,Other (e.g. home and pediatric care),25535,115750,11023,140150,0
5/18/2020,Western Massachusetts,Total,221413,427997,67879,421530,60
5/18/2020,Central Massachusetts,Nursing home/Senior living,46900,115000,8069,102200,0
5/18/2020,Central Massachusetts,Hospital,23120,11600,4866,2200,79
5/18/2020,Central Massachusetts,Community health center,9980,26200,1638,16000,0
5/18/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",59015,50934,28554,238650,0
5/18/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/18/2020,Central Massachusetts,EMS (Private),3800,3300,900,5000,0
5/18/2020,Central Massachusetts,Local BOH,1700,7000,90,11000,0
5/18/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/18/2020,Central Massachusetts,Other (e.g. home and pediatric care),29935,145083,14508,510800,0
5/18/2020,Central Massachusetts,Total,188900,361417,58625,886250,79
5/18/2020,Metro Boston,Nursing home/Senior living,21050,62950,5246,36300,0
5/18/2020,Metro Boston,Hospital,39110,38300,9580,89700,204
5/18/2020,Metro Boston,Community health center,9960,16700,3030,20900,0
5/18/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31676,19200,12970,261120,0
5/18/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/18/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/18/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/18/2020,Metro Boston,State agency,1200,1050,108,22400,0
5/18/2020,Metro Boston,Other (e.g. home and pediatric care),12810,63000,5412,178572,0
5/18/2020,Metro Boston,Total,130981,202200,36646,614992,204
5/18/2020,Northeastern Massachusetts,Nursing home/Senior living,44505,111900,9786,101800,0
5/18/2020,Northeastern Massachusetts,Hospital,29730,32800,2242,11600,117
5/18/2020,Northeastern Massachusetts,Community health center,2640,3300,396,5000,0
5/18/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",27113,45558,13201,233300,0
5/18/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/18/2020,Northeastern Massachusetts,EMS (Private),2000,6900,120,10200,0
5/18/2020,Northeastern Massachusetts,Local BOH,2220,6000,80,7000,0
5/18/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/18/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),22445,107905,8649,170632,0
5/18/2020,Northeastern Massachusetts,Total,163473,314363,34474,539532,117
5/18/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/18/2020,State agency,Hospital,0,0,0,0,0
5/18/2020,State agency,Community health center,0,0,0,0,0
5/18/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/18/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/18/2020,State agency,EMS (Private),0,0,0,0,0
5/18/2020,State agency,Local BOH,0,0,0,0,0
5/18/2020,State agency,State agency,77822,380436,71258,2043480,0
5/18/2020,State agency,Other (e.g. home and pediatric care),0,0,0,0,0
5/18/2020,State agency,Total,77822,380436,71258,2043480,0
5/19/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/19/2020,Massachusetts,Nursing home/Senior living,348365,783700,78499,708000,0
5/19/2020,Massachusetts,Hospital,249240,217200,47106,177700,675
5/19/2020,Massachusetts,Community health center,68610,92050,11609,82500,0
5/19/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",291188,371246,144577,1338322,0
5/19/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/19/2020,Massachusetts,EMS (Private),35020,38300,2388,52400,0
5/19/2020,Massachusetts,Local BOH,13025,41100,1166,49000,0
5/19/2020,Massachusetts,State agency,82995,396086,73906,2109080,0
5/19/2020,Massachusetts,Other (e.g. home and pediatric care),201613,970948,97107,1939892,0
5/19/2020,Massachusetts,Total,1457381,2910630,456358,6456894,675
5/19/2020,Southeastern Massachusetts,Nursing home/Senior living,85100,171500,22476,223600,0
5/19/2020,Southeastern Massachusetts,Hospital,58500,42800,11240,55000,79
5/19/2020,Southeastern Massachusetts,Community health center,11150,17400,285,11200,0
5/19/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",56456,88705,35412,273020,0
5/19/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/19/2020,Southeastern Massachusetts,EMS (Private),3860,4600,186,8000,0
5/19/2020,Southeastern Massachusetts,Local BOH,1140,6000,396,14000,0
5/19/2020,Southeastern Massachusetts,State agency,1770,4200,800,12100,0
5/19/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),49773,268680,28564,477788,0
5/19/2020,Southeastern Massachusetts,Total,305549,603885,99359,1074708,79
5/19/2020,Metro West,Nursing home/Senior living,98490,184000,17680,157700,0
5/19/2020,Metro West,Hospital,62620,29400,9174,19200,136
5/19/2020,Metro West,Community health center,28000,14350,4554,14000,0
5/19/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",59810,83152,25428,176852,0
5/19/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/19/2020,Metro West,EMS (Private),11320,16600,240,4000,0
5/19/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/19/2020,Metro West,State agency,2003,3800,1590,15500,0
5/19/2020,Metro West,Other (e.g. home and pediatric care),60101,262980,28331,453750,0
5/19/2020,Metro West,Total,366689,605782,86997,847002,136
5/19/2020,Western Massachusetts,Nursing home/Senior living,52320,134350,15242,86400,0
5/19/2020,Western Massachusetts,Hospital,36160,62300,10004,0,60
5/19/2020,Western Massachusetts,Community health center,6880,14100,1706,15400,0
5/19/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55898,82697,28612,149180,0
5/19/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/19/2020,Western Massachusetts,EMS (Private),9040,6900,942,25200,0
5/19/2020,Western Massachusetts,Local BOH,2685,9600,300,5000,0
5/19/2020,Western Massachusetts,State agency,0,2300,150,200,0
5/19/2020,Western Massachusetts,Other (e.g. home and pediatric care),26429,120800,11323,140150,0
5/19/2020,Western Massachusetts,Total,222427,433047,68279,421530,60
5/19/2020,Central Massachusetts,Nursing home/Senior living,46900,115000,8069,102200,0
5/19/2020,Central Massachusetts,Hospital,23120,11600,4866,2200,79
5/19/2020,Central Massachusetts,Community health center,9980,26200,1638,16000,0
5/19/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",60235,50934,28554,238850,0
5/19/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/19/2020,Central Massachusetts,EMS (Private),3800,3300,900,5000,0
5/19/2020,Central Massachusetts,Local BOH,1700,7000,90,11000,0
5/19/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/19/2020,Central Massachusetts,Other (e.g. home and pediatric care),29935,145283,14828,511600,0
5/19/2020,Central Massachusetts,Total,190120,361617,58945,887250,79
5/19/2020,Metro Boston,Nursing home/Senior living,21050,66950,5246,36300,0
5/19/2020,Metro Boston,Hospital,39110,38300,9580,89700,204
5/19/2020,Metro Boston,Community health center,9960,16700,3030,20900,0
5/19/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31676,19200,12970,261120,0
5/19/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/19/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/19/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/19/2020,Metro Boston,State agency,1200,1050,108,22400,0
5/19/2020,Metro Boston,Other (e.g. home and pediatric care),12810,63000,5412,178572,0
5/19/2020,Metro Boston,Total,130981,206200,36646,614992,204
5/19/2020,Northeastern Massachusetts,Nursing home/Senior living,44505,111900,9786,101800,0
5/19/2020,Northeastern Massachusetts,Hospital,29730,32800,2242,11600,117
5/19/2020,Northeastern Massachusetts,Community health center,2640,3300,396,5000,0
5/19/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",27113,46558,13601,239300,0
5/19/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/19/2020,Northeastern Massachusetts,EMS (Private),2000,6900,120,10200,0
5/19/2020,Northeastern Massachusetts,Local BOH,2220,6000,80,7000,0
5/19/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/19/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),22565,110205,8649,178032,0
5/19/2020,Northeastern Massachusetts,Total,163593,317663,34874,552932,117
5/19/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/19/2020,State agency,Hospital,0,0,0,0,0
5/19/2020,State agency,Community health center,0,0,0,0,0
5/19/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/19/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/19/2020,State agency,EMS (Private),0,0,0,0,0
5/19/2020,State agency,Local BOH,0,0,0,0,0
5/19/2020,State agency,State agency,78022,382436,71258,2058480,0
5/19/2020,State agency,Other (e.g. home and pediatric care),0,0,0,0,0
5/19/2020,State agency,Total,78022,382436,71258,2058480,0
5/20/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/20/2020,Massachusetts,Nursing home/Senior living,351605,791700,82894,716400,0
5/20/2020,Massachusetts,Hospital,249540,224400,47106,177700,675
5/20/2020,Massachusetts,Community health center,68610,92050,11609,82500,0
5/20/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",291948,372896,145007,1340922,0
5/20/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/20/2020,Massachusetts,EMS (Private),35020,38300,2388,52400,0
5/20/2020,Massachusetts,Local BOH,13025,41100,1166,49000,0
5/20/2020,Massachusetts,State agency,84945,407736,87346,2206080,0
5/20/2020,Massachusetts,Other (e.g. home and pediatric care),218983,982848,99247,2018692,0
5/20/2020,Massachusetts,Total,1481001,2951030,476763,6643694,675
5/20/2020,Southeastern Massachusetts,Nursing home/Senior living,85220,173500,23476,223600,0
5/20/2020,Southeastern Massachusetts,Hospital,58800,42800,11240,55000,79
5/20/2020,Southeastern Massachusetts,Community health center,11150,17400,285,11200,0
5/20/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",57016,89105,35542,273020,0
5/20/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/20/2020,Southeastern Massachusetts,EMS (Private),3860,4600,186,8000,0
5/20/2020,Southeastern Massachusetts,Local BOH,1140,6000,396,14000,0
5/20/2020,Southeastern Massachusetts,State agency,1770,4200,800,12100,0
5/20/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),50033,273130,29224,514088,0
5/20/2020,Southeastern Massachusetts,Total,306789,610735,101149,1111008,79
5/20/2020,Metro West,Nursing home/Senior living,99530,184000,18370,158900,0
5/20/2020,Metro West,Hospital,62620,29400,9174,19200,136
5/20/2020,Metro West,Community health center,28000,14350,4554,14000,0
5/20/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",60010,84402,25628,178852,0
5/20/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/20/2020,Metro West,EMS (Private),11320,16600,240,4000,0
5/20/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/20/2020,Metro West,State agency,2303,5800,1590,18500,0
5/20/2020,Metro West,Other (e.g. home and pediatric care),72491,264530,28681,471450,0
5/20/2020,Metro West,Total,380619,610582,88237,870902,136
5/20/2020,Western Massachusetts,Nursing home/Senior living,53240,136350,16122,89600,0
5/20/2020,Western Massachusetts,Hospital,36160,62300,10004,0,60
5/20/2020,Western Massachusetts,Community health center,6880,14100,1706,15400,0
5/20/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55898,82697,28612,149180,0
5/20/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/20/2020,Western Massachusetts,EMS (Private),9040,6900,942,25200,0
5/20/2020,Western Massachusetts,Local BOH,2685,9600,300,5000,0
5/20/2020,Western Massachusetts,State agency,0,2300,150,200,0
5/20/2020,Western Massachusetts,Other (e.g. home and pediatric care),26429,121100,11443,149350,0
5/20/2020,Western Massachusetts,Total,223347,435347,69279,433930,60
5/20/2020,Central Massachusetts,Nursing home/Senior living,47940,117000,9394,102200,0
5/20/2020,Central Massachusetts,Hospital,23120,11600,4866,2200,79
5/20/2020,Central Massachusetts,Community health center,9980,26200,1638,16000,0
5/20/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",60235,50934,28654,239450,0
5/20/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/20/2020,Central Massachusetts,EMS (Private),3800,3300,900,5000,0
5/20/2020,Central Massachusetts,Local BOH,1700,7000,90,11000,0
5/20/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/20/2020,Central Massachusetts,Other (e.g. home and pediatric care),30055,146283,14838,513100,0
5/20/2020,Central Massachusetts,Total,191280,364617,60380,889350,79
5/20/2020,Metro Boston,Nursing home/Senior living,21170,68950,5446,40300,0
5/20/2020,Metro Boston,Hospital,39110,45500,9580,89700,204
5/20/2020,Metro Boston,Community health center,9960,16700,3030,20900,0
5/20/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31676,19200,12970,261120,0
5/20/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/20/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/20/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/20/2020,Metro Boston,State agency,1200,1050,108,22400,0
5/20/2020,Metro Boston,Other (e.g. home and pediatric care),16810,65000,6412,186572,0
5/20/2020,Metro Boston,Total,135101,217400,37846,626992,204
5/20/2020,Northeastern Massachusetts,Nursing home/Senior living,44505,111900,10086,101800,0
5/20/2020,Northeastern Massachusetts,Hospital,29730,32800,2242,11600,117
5/20/2020,Northeastern Massachusetts,Community health center,2640,3300,396,5000,0
5/20/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",27113,46558,13601,239300,0
5/20/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/20/2020,Northeastern Massachusetts,EMS (Private),2000,6900,120,10200,0
5/20/2020,Northeastern Massachusetts,Local BOH,2220,6000,80,7000,0
5/20/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/20/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),23165,112805,8649,184132,0
5/20/2020,Northeastern Massachusetts,Total,164193,320263,35174,559032,117
5/20/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/20/2020,State agency,Hospital,0,0,0,0,0
5/20/2020,State agency,Community health center,0,0,0,0,0
5/20/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/20/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/20/2020,State agency,EMS (Private),0,0,0,0,0
5/20/2020,State agency,Local BOH,0,0,0,0,0
5/20/2020,State agency,State agency,79672,392086,84698,2152480,0
5/20/2020,State agency,Other (e.g. home and pediatric care),0,0,0,0,0
5/20/2020,State agency,Total,79672,392086,84698,2152480,0
5/21/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/21/2020,Massachusetts,Nursing home/Senior living,355805,811700,90564,725000,0
5/21/2020,Massachusetts,Hospital,249540,224400,47106,177700,675
5/21/2020,Massachusetts,Community health center,70810,92050,11609,82500,0
5/21/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",377588,375996,146057,1364822,0
5/21/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/21/2020,Massachusetts,EMS (Private),35020,38300,2388,52400,0
5/21/2020,Massachusetts,Local BOH,14845,43100,1166,53600,0
5/21/2020,Massachusetts,State agency,87485,406386,88986,2223880,0
5/21/2020,Massachusetts,Other (e.g. home and pediatric care),229103,1021348,105922,2060892,0
5/21/2020,Massachusetts,Total,1587521,3013280,493798,6740794,675
5/21/2020,Southeastern Massachusetts,Nursing home/Senior living,85820,175500,23676,224600,0
5/21/2020,Southeastern Massachusetts,Hospital,58800,42800,11240,55000,79
5/21/2020,Southeastern Massachusetts,Community health center,11150,17400,285,11200,0
5/21/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",70904,89355,35992,285820,0
5/21/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/21/2020,Southeastern Massachusetts,EMS (Private),3860,4600,186,8000,0
5/21/2020,Southeastern Massachusetts,Local BOH,2460,6000,396,16400,0
5/21/2020,Southeastern Massachusetts,State agency,3870,4200,2240,18100,0
5/21/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),51533,277630,30299,526088,0
5/21/2020,Southeastern Massachusetts,Total,326197,617485,104314,1145208,79
5/21/2020,Metro West,Nursing home/Senior living,101330,188000,21270,158900,0
5/21/2020,Metro West,Hospital,62620,29400,9174,19200,136
5/21/2020,Metro West,Community health center,30200,14350,4554,14000,0
5/21/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",83222,84952,25828,181152,0
5/21/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/21/2020,Metro West,EMS (Private),11320,16600,240,4000,0
5/21/2020,Metro West,Local BOH,1560,13500,0,6000,0
5/21/2020,Metro West,State agency,2303,5800,1590,18500,0
5/21/2020,Metro West,Other (e.g. home and pediatric care),73091,273430,31401,480550,0
5/21/2020,Metro West,Total,408431,626032,94057,882302,136
5/21/2020,Western Massachusetts,Nursing home/Senior living,53240,142350,18242,90600,0
5/21/2020,Western Massachusetts,Hospital,36160,62300,10004,0,60
5/21/2020,Western Massachusetts,Community health center,6880,14100,1706,15400,0
5/21/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",78078,84697,28612,152980,0
5/21/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/21/2020,Western Massachusetts,EMS (Private),9040,6900,942,25200,0
5/21/2020,Western Massachusetts,Local BOH,2685,9600,300,5000,0
5/21/2020,Western Massachusetts,State agency,240,2300,150,2200,0
5/21/2020,Western Massachusetts,Other (e.g. home and pediatric care),28109,131100,11983,159550,0
5/21/2020,Western Massachusetts,Total,247447,453347,71939,450930,60
5/21/2020,Central Massachusetts,Nursing home/Senior living,49500,119000,10154,102200,0
5/21/2020,Central Massachusetts,Hospital,23120,11600,4866,2200,79
5/21/2020,Central Massachusetts,Community health center,9980,26200,1638,16000,0
5/21/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",70055,50934,28954,244450,0
5/21/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/21/2020,Central Massachusetts,EMS (Private),3800,3300,900,5000,0
5/21/2020,Central Massachusetts,Local BOH,1700,7000,90,11000,0
5/21/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/21/2020,Central Massachusetts,Other (e.g. home and pediatric care),32355,148383,15218,515600,0
5/21/2020,Central Massachusetts,Total,204960,368717,61820,896850,79
5/21/2020,Metro Boston,Nursing home/Senior living,21170,72950,6646,40300,0
5/21/2020,Metro Boston,Hospital,39110,45500,9580,89700,204
5/21/2020,Metro Boston,Community health center,9960,16700,3030,20900,0
5/21/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",39870,19200,12970,261120,0
5/21/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/21/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/21/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/21/2020,Metro Boston,State agency,1200,1050,348,22400,0
5/21/2020,Metro Boston,Other (e.g. home and pediatric care),19290,70000,7612,188172,0
5/21/2020,Metro Boston,Total,145775,226400,40486,628592,204
5/21/2020,Northeastern Massachusetts,Nursing home/Senior living,44745,113900,10576,108400,0
5/21/2020,Northeastern Massachusetts,Hospital,29730,32800,2242,11600,117
5/21/2020,Northeastern Massachusetts,Community health center,2640,3300,396,5000,0
5/21/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",35459,46858,13701,239300,0
5/21/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/21/2020,Northeastern Massachusetts,EMS (Private),2000,6900,120,10200,0
5/21/2020,Northeastern Massachusetts,Local BOH,2720,6000,80,9200,0
5/21/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
